country,vil_id,rain,average,pop,dist,nomkt,vdsa_hh_id,tot_acre,genderH,ageH,noadultM,noadultF,nokids,sizehh,farm_cat,aindex,lindex,prcl_id,sur_yr,plot_area,output,price,value,lab_q,fert_q,irr_q,mech_v,pest_v
India,137,,,880,13,2,137032,5,0,50,3,3,0,6,SM,.14698084,.0072087264,137032032,2012,.8093720078468323,800,17,13600,227.5,75,0,5775,0
India,119,,,3600,5,4,119049,.98000002,0,45,2,4,2,8,MD,.1638474,-1.0387695,119049072,2012,.101171500980854,280,13.5,3780,30.4,45,5,635,0
India,119,,,3600,5,4,119038,.73000002,0,62,4,4,0,8,SM,-1.2449617,-.43117386,119038072,2012,.0647497624158859,150,13.5,2025,21.450001,26,2,356,0
India,119,,,3600,5,4,119049,.98000002,0,45,2,4,2,8,MD,.1638474,-1.0387695,119049104,2012,.0283280201256275,75,13.5,1012.5,10.19,12,1.5,203,0
India,118,,,3000,4.5,4,118030,1.1,0,77,3,4,0,7,SM,-.87741542,.19957668,118030056,2012,.0647497624158859,255,13.6,3468,5,20,1.5,208,0
India,135,,,876,12,2,135206,0,1,56,2,1,0,3,SM,-.4038479,-.11976071,135206016,2013,.4046860039234161,800,14,11200,97,150,1,2749.994995117188,0
India,137,,,880,13,2,137051,0,1,44,7,8,4,19,LA,2.0212092,2.3764334,137051072,2013,1.618744015693665,4800,15,72000,544,320,0,10712,0
India,138,,,1774,10,2,138037,1.5,1,43,2,1,2,5,SM,-.98166245,.65167218,138037056,2012,.4046860039234161,632,17,10744,112.75,25,0,1200,0
India,118,,,3000,4.5,4,118052,6.25,1,82,2,1,1,4,LA,1.1242995,-1.0387695,118052032,2012,.4046860039234161,1300,13.5,17550,27.5,199,16,2800,0
India,117,,,6979,0,4,117054,3.5599999,1,46,4,3,0,7,LA,.61059237,-.41959643,117054008,2012,.4046860039234161,1100,16,17600,40,128,14,2000,0
India,121,,,4500,9,1,121030,0,1,32,3,2,0,5,SM,.45063931,-.20329949,121030008,2013,.2023430019617081,620,15,9300,112.5,90,0,748,55
India,119,,,3600,5,4,119030,.89999998,1,37,2,2,4,8,SM,-1.1359972,-.42538515,119030056,2012,.0202343016862869,45,13.5,607.5,7.7200003,8,.9000000357627869,118,0
India,134,,,1427,9,1,134049,6,1,69,4,6,3,13,MD,.65513647,-.090043008,134049016,2009,.7082005143165588,1600,13,20800,282,290,0,2635,0
India,138,,,1774,10,2,138052,0,1,74,9,9,3,21,LA,1.1679993,3.7475376,138052048,2013,.8093720078468323,1890,14,26460,189,135,0,5274,0
India,123,,,1410,14,1,123032,2,1,50,4,3,0,7,SM,-1.327696,.63217056,123032008,2009,.3237488269805908,500,16,8000,403,45,5,450,980
India,138,,,1774,10,2,138031,0,1,57,2,1,0,3,SM,-.96350169,-.10025904,138031008,2013,.8093720078468323,1768,14,24752,275.5,150,0,6568,0
India,120,,,4494,15,4,120054,1.3,1,62,7,5,0,12,LA,-1.3993281,.19957668,120054072,2012,.2630459070205688,600,12,7200,52.5,62,4,1232,0
India,120,,,4494,15,4,120044,1.35,1,47,2,2,3,7,MD,-1.4144621,-.7389338,120044072,2012,.0404686033725739,70,12,840,10,7,.75,167,0
India,135,,,876,12,2,135055,13,1,41,3,5,2,10,LA,.69436514,.63430607,135055008,2012,2.428116083145142,6015,15,90225,240,1000,6,12830,250
India,137,,,880,13,2,137042,0,1,59,5,2,0,7,MD,.43853211,1.8705168,137042032,2013,.801278293132782,2200,15,33000,397,200,0,7400,0
India,138,,,1774,10,2,138053,8,1,50,2,1,0,3,LA,-.77584064,.31283316,138053008,2009,1.214058041572571,2618,13,34034,565,290,9.25,3920,0
India,120,,,4494,15,4,120053,11,1,54,3,4,0,7,LA,.68571734,.51891404,120053056,2012,.4046860039234161,900,12,10800,67,99,7,2220,0
India,138,,,1774,10,2,138059,9.1499996,1,85,4,1,2,7,LA,-.83637643,1.2513436,138059008,2009,1.868678092956543,3139,12,37668,561,452,2.5,5400,0
India,137,,,880,13,2,137051,43,1,43,6,8,5,19,LA,1.6933364,2.0375943,137051056,2012,3.237488031387329,7500,15,112500,674.75,400,0,32000,900
India,134,,,1427,9,1,134234,0,1,52,1,1,0,2,LA,1.5369225,.95150793,134234016,2013,.4046860039234161,1100,14,15400,43,125,0,2878,0
India,118,,,3000,4.5,4,118042,3.0799999,1,34,2,2,1,5,MD,-.30370849,-1.0387695,118042032,2012,.3156550824642181,900,13.5,12150,22.5,152,12,2184,0
India,138,,,1774,10,2,138046,3,1,61,2,2,2,6,MD,-.89691228,-.41959643,138046016,2012,.6070290207862854,720,18,12960,175,65,0,2175,0
India,117,,,6979,0,4,117053,6.04,1,62,5,4,0,9,LA,.9833222,-.43909809,117053056,2012,.2428116053342819,0,0,0,15,40,.6000000238418579,240,0
India,123,,,1410,14,1,123038,2,1,35,2,1,3,6,SM,-1.3337495,.31283316,123038016,2009,.2428116053342819,350,15,5250,376,0,3,255,924
India,134,,,1427,9,1,134041,10,1,34,4,3,0,7,MD,.44622165,-.0065042218,134041056,2012,2.832802057266235,7000,15,105000,957,600,7,12390,0
India,138,,,1774,10,2,138034,2,1,45,2,1,2,5,SM,-1.3155888,.19957668,138034064,2012,1.214058041572571,2284,13,29692,353.04999,92,0,4537.5,0
India,134,,,1427,9,1,134224,0,1,55,3,3,0,6,LA,1.5006009,1.015545,134224032,2013,2.225773096084595,7500,15.5,116250,205,641,5.5,11565,0
India,121,,,4500,9,1,121052,0,1,43,2,2,1,5,LA,.6706261,.61266887,121052056,2013,.3035145103931427,900,15,13500,157,120,15.6000000089407,3300,0
India,119,,,3600,5,4,119051,1.26,1,47,4,4,3,11,LA,-1.4205157,-.82247257,119051088,2012,.1821087002754211,400,13.5,5400,51.5,58,8.5,945,0
India,118,,,3000,4.5,4,118051,9.4200001,1,67,3,3,4,10,LA,-.15842248,.49941239,118051008,2012,.9469652771949768,3380,13.5,45630,69.5,477,32,6552,1400
India,121,,,4500,9,1,121051,0,1,54,2,2,0,4,LA,1.1969424,-.41959643,121051032,2013,.2023430019617081,650,15,9750,114,85,0,740,0
India,118,,,3000,4.5,4,118039,1.41,1,42,4,3,4,11,SM,-.86530823,-.41959643,118039096,2012,.2266241610050201,840,13.6,11424,23,114,3.560000002384186,1568,0
India,134,,,1427,9,1,134221,0,1,45,3,1,1,5,SM,.53272867,-.61775309,134221072,2013,1.214058041572571,2500,12,30000,185,400,0,8993.989990234375,0
India,138,,,1774,10,2,138057,0,1,74,4,2,0,6,LA,-.212496,1.2708453,138057008,2013,1.821087002754211,5025,15,75375,558.65002,360,0,10894,0
India,135,,,876,12,2,135200,2,1,51,2,2,1,5,LB,.43472737,-1.0387695,135200032,2012,.8093720078468323,1600,15,24000,127,350,2,3600,0
India,121,,,4500,9,1,121037,0,1,59,2,3,2,7,SM,.11065933,1.5511793,121037008,2013,.2023430019617081,520,14,7280,135.5,85,6.075000001117587,1300,240
India,118,,,3000,4.5,4,118045,3.73,1,44,1,1,2,4,MD,.70694762,-1.0387695,118045032,2012,.5018106698989868,1790,13.6,24344,34.5,229,17,3472,0
India,138,,,1774,10,2,138037,0,1,44,2,2,2,6,SM,-.45833015,.65167218,138037008,2013,.6070290207862854,1144,15,17160,208,95,0,3686,0
India,117,,,6979,0,4,117044,1.66,1,41,1,1,0,2,MD,-1.8586891,-1.0387695,117044096,2012,.0971246436238289,240,16,3840,45,36,.239999994635582,591,0
India,117,,,6979,0,4,117055,6.9200001,1,73,2,3,2,7,LA,.68571734,-.41959643,117055112,2012,.1821087002754211,550,15,8250,80,60,.449999988079071,1610,0
India,117,,,6979,0,4,117052,5.0300002,1,60,6,7,0,13,LA,.20751667,-.10025904,117052056,2012,.1456869542598724,400,16,6400,50,78,.3600000143051147,1165,0
India,117,,,6979,0,4,117059,7.2399998,1,82,6,3,1,10,LA,1.5974582,-.11976071,117059112,2012,.1861555725336075,420,16,6720,41,72,12,920,0
India,137,,,880,13,2,137058,9.5,1,73,2,1,0,3,LA,-.26933292,.31283316,137058016,2012,.4046860039234161,600,18,10800,205.5,60,0,4070,0
India,119,,,3600,5,4,119056,1.8200001,1,72,2,3,0,5,LA,-1.4205157,-.40009475,119056096,2012,.0890309251844883,240,13.5,3240,28.799999,31,4.100000023841858,557,0
India,138,,,1774,10,2,138054,0,1,54,2,2,0,4,LA,-1.1945171,.65167218,138054016,2013,2.023430109024048,5325,15,79875,614.25,300,0,12977.5,0
India,135,,,876,12,2,135218,3.5,1,55,4,3,0,7,SM,1.00117,-1.0387695,135218016,2012,.4046860039234161,700,15,10500,71,150,1,2025,0
India,138,,,1774,10,2,138043,0,1,48,4,2,0,6,MD,.9621774,1.1380872,138043104,2013,3.945688486099243,13175,15,197625,611,525,0,18032,0
India,120,,,4494,15,4,120046,1.35,1,65,6,5,4,15,MD,-1.4507835,-.10025904,120046096,2012,.0607029013335705,125,12,1500,28,13.5,2,198,0
India,119,,,3600,5,4,119053,5.1999998,1,74,6,5,5,16,LA,1.2816926,-1.0387695,119053056,2012,.1618744134902954,310,13,4030,44,64,8,890,0
India,131,,,2537,25,1,131051,0,1,66,3,1,0,4,LA,1.0176978,-.60617566,131051040,2013,2.428116083145142,3040,24,72960,284,150,0,8700,0
India,130,,,1995,18,1,130059,24.5,1,60,5,7,2,14,LA,.010111197,.25370279,130059080,2009,.4046860039234161,660,15,9900,120,90,0,0,0
India,118,,,3000,4.5,4,118033,2,1,36,3,1,0,4,SM,-.39451224,-1.0387695,118033088,2012,.121405802667141,400,13.6,5440,7.5,50,.300000011920929,750,0
India,138,,,1774,10,2,138043,4.2800002,1,47,4,2,0,6,MD,.9621774,2.5091915,138043120,2012,2.023430109024048,3108,17,52836,558.5,190,0,10225,0
India,135,,,876,12,2,135220,0,1,56,5,5,1,11,LA,1.1787817,1.0647644,135220016,2013,1.214058041572571,3500,12.65,44275,44,250,3,7175,0
India,122,,,1951,27,1,122049,0,1,52,3,3,2,8,MD,-.88952261,.9149828,122049008,2013,.2428116053342819,1000,16,16000,130.5,118,0,2505,0
India,138,,,1774,10,2,138046,0,1,62,2,2,0,4,MD,-.89691228,-.10025904,138046016,2013,1.011715054512024,1485,18,26730,234.25,90,0,6012,0
India,121,,,4500,9,1,121043,0,1,37,3,3,2,8,MD,.65246534,.61266887,121043056,2013,.2023430019617081,610,15,9150,128,95,0,735,0
India,138,,,1774,10,2,138057,0,1,74,4,2,0,6,LA,-.212496,1.2708453,138057072,2013,.4046860039234161,680,19,12920,63.75,40,0,2530,0
India,121,,,4500,9,1,121003,0,1,66,1,1,0,2,LB,-1.3155888,-.11976071,121003032,2013,.101171500980854,315,15,4725,123,49,6.300000004470348,800,0
India,117,,,6979,0,4,117055,6.9200001,1,73,2,3,2,7,LA,.68571734,-.41959643,117055088,2012,.2266241610050201,700,15,10500,86,90,.5600000023841858,2008,0
India,120,,,4494,15,4,120030,.64999998,1,50,2,3,2,7,SM,-.92584407,-.10025904,120030032,2012,.0809372067451477,200,12,2400,14,20,1.5,334,0
India,118,,,3000,4.5,4,118049,3.97,1,29,3,2,0,5,MD,.6706261,-.41959643,118049008,2012,.5260918140411377,1750,13.5,23625,35,198.1999969482422,20,3640,0
India,123,,,1410,14,1,123059,24,1,35,4,5,4,13,LA,-.89860296,1.3450985,123059008,2009,1.133120775222778,1800,15,27000,342,400,6.25,1470,650
India,134,,,1427,9,1,134031,9.25,1,67,3,3,0,6,MD,.9981432,-.60617566,134031016,2012,.9105435013771057,2500,16,40000,213,400,2.25,4499.977478027344,0
India,120,,,4494,15,4,120053,11,1,54,3,4,0,7,LA,.68571734,.51891404,120053096,2012,.4046860039234161,1200,12,14400,72,115,7,2520,0
India,135,,,876,12,2,135230,0,1,37,1,3,2,6,SM,.43351665,-1.0387695,135230032,2013,.8093720078468323,1600,12.5,20000,64,300,2,5724,0
India,123,,,1410,14,1,123047,4,1,53,2,2,0,4,MD,.58854705,.012997441,123047008,2012,.4046860039234161,700,15,10500,307,0,0,886,900
India,118,,,3000,4.5,4,118045,3.73,1,44,1,1,2,4,MD,.70694762,-1.0387695,118045008,2012,.6313101649284363,2240,13.6,30464,49,297,1.559999942779541,4368,1050
India,121,,,4500,9,1,121052,2.5,1,39,3,1,0,4,LA,.14833191,-.0065042218,121052056,2009,.3035145103931427,700,13,9100,194,110,18,500,0
India,137,,,880,13,2,137042,6.5,1,55,5,1,1,7,MD,-.81687957,1.2318419,137042048,2009,1.011715054512024,1650,13,21450,173,260,0,2300,0
India,134,,,1427,9,1,134049,8.5699997,1,72,5,5,4,14,MD,.98300928,.5291301,134049072,2012,.8093720078468323,2200,16,35200,178,250,0,3693.971984863281,0
India,120,,,4494,15,4,120050,12,1,50,2,1,3,6,LA,.086445004,-.41959643,120050072,2012,.8093720078468323,1600,12,19200,149,174,23,3860,0
India,136,,,2518,30,0,136051,6,1,40,2,1,0,3,MD,.4940525,-.14291556,136051008,2009,.2023430019617081,220,15,3300,184,40,3,155,0
India,121,,,4500,9,1,121035,0,1,53,2,2,2,6,SM,.10460575,-.30633995,121035032,2013,.101171500980854,310,14.5,4495,111.5,60,5.059999998658895,756,55
India,137,,,880,13,2,137041,0,1,47,3,1,1,5,MD,.54749662,.2933315,137041040,2013,.3035145103931427,700,15,10500,175,55,0,3380,0
India,123,,,1410,14,1,123032,0,1,54,4,3,0,7,SM,-.80436367,.012997441,123032008,2013,.4046860039234161,800,15,12000,384,20,0,912.5,3900
India,137,,,880,13,2,137043,6.75,1,43,2,2,3,7,MD,.26805249,1.8900183,137043056,2012,.101171500980854,110,17,1870,42.5,11,0,325,0
India,137,,,880,13,2,137058,9.5,1,73,2,1,0,3,LA,-.26933292,.31283316,137058048,2012,.4775294959545135,715,15,10725,219.5,50,0,4730,0
India,120,,,4494,15,4,120038,.44999999,1,67,5,4,2,11,SM,-1.4507835,-.10025904,120038016,2012,.1618744134902954,350,12,4200,45.5,37,5.5,888,0
India,135,,,876,12,2,135213,1.5,1,46,1,2,3,6,SM,-.23567222,-.41959643,135213056,2012,2.428116083145142,7000,15,105000,264,1000,6,12325,250
India,134,,,1427,9,1,134222,0,1,41,2,1,3,6,MD,.91944665,1.5511793,134222016,2013,1.214058041572571,2700,14.6,39420,142,300,3,4930,0
India,117,,,6979,0,4,117059,7.2399998,1,82,6,3,1,10,LA,1.5974582,-.11976071,117059088,2012,.2509053349494934,720,16,11520,39,100,9,1240,0
India,119,,,3600,5,4,119053,5.1999998,1,74,6,5,5,16,LA,1.2816926,-1.0387695,119053088,2012,.1618744134902954,300,13,3900,43.5,56,5.5,890,0
India,135,,,876,12,2,135219,9,1,36,1,3,2,6,MD,1.4703331,.33233482,135219040,2012,1.214058041572571,3215,15.5,49832.5,160,400,0,8125,195
India,134,,,1427,9,1,134049,0,1,73,5,5,4,14,MD,.98300928,.012997441,134049016,2013,.6070290207862854,1400,14.5,20300,191,200,0,3714,0
India,118,,,3000,4.5,4,118051,9.4200001,1,67,3,3,4,10,LA,-.15842248,.49941239,118051032,2012,.4411077499389648,1500,13.5,20250,36.5,228,16,3052,0
India,118,,,3000,4.5,4,118056,5.5500002,1,75,11,4,2,17,LA,.74326909,-.11976071,118056032,2012,.8093720078468323,2400,13.5,32400,48,334,33,5600,0
India,137,,,880,13,2,137055,10,1,43,2,1,2,5,LA,.84116459,-.20329949,137055024,2009,.8093720078468323,2100,13,27300,132,145,0,3350,0
India,134,,,1427,9,1,134049,0,1,73,5,5,4,14,MD,.98300928,.012997441,134049056,2013,1.011715054512024,1850,14.5,26825,205.5,325,0,5203.97998046875,0
India,121,,,4500,9,1,121041,1.75,1,27,3,4,1,8,MD,-.88952261,.31496868,121041008,2009,.2023430019617081,450,13,5850,156,80,5.25,200,0
India,134,,,1427,9,1,134214,0,1,55,3,1,0,4,SM,.02561116,-.45646423,134214088,2013,1.618744015693665,4000,15.5,62000,205,300,4,11300,0
India,138,,,1774,10,2,138053,8,1,53,2,2,1,5,LA,-.25250831,-.28683826,138053040,2012,.4046860039234161,814,14,11396,122.8,85,0,2725,0
India,118,,,3000,4.5,4,118056,5.5500002,1,75,11,4,2,17,LA,.74326909,-.11976071,118056008,2012,1.011715054512024,3200,13.5,43200,67.5,510,49,7000,0
India,123,,,1410,14,1,123031,0,1,52,2,1,1,4,SM,-.79528332,-1.0387695,123031008,2013,.4046860039234161,750,15,11250,344,0,0,937.5,2600
India,138,,,1774,10,2,138055,0,1,49,1,3,4,8,LA,-.95744812,1.2708453,138055008,2013,1.214058041572571,2784,15,41760,268,185,0,8500,0
India,138,,,1774,10,2,138042,3.75,1,53,5,3,2,10,MD,-1.3155888,.012997441,138042016,2012,.8093720078468323,1246,14,17444,231.5,65,0,2650,0
India,138,,,1774,10,2,138043,4.2800002,1,44,4,2,0,6,MD,.9621774,.7992481,138043072,2009,4.046860218048096,9038,12,108456,1038,1150,7.5,13300,0
India,138,,,1774,10,2,138057,14,1,73,3,2,1,6,LA,-.212496,.95150793,138057056,2012,.4046860039234161,787,15,11805,93.800003,35,0,1675,0
India,134,,,1427,9,1,134053,20.4,1,37,5,3,1,9,LA,1.5722647,.7649287,134053104,2012,1.618744015693665,5500,18,99000,287,547,0,10555.94995117188,52
India,138,,,1774,10,2,138043,4.2800002,1,44,4,2,0,6,MD,.9621774,.7992481,138043008,2009,.7931845784187317,1732,12,20784,284,170.5,1.5,3280,0
India,135,,,876,12,2,135212,1.5,1,49,2,1,1,4,SM,-1.3837854,.4183704,135212032,2009,.3035145103931427,600,13,7800,237,180,36,1150,0
India,138,,,1774,10,2,138032,0,1,44,2,1,1,4,SM,.13959113,-.10025904,138032016,2013,1.011715054512024,2982,14,41748,273.64999,75,0,7250,0
India,135,,,876,12,2,135034,1.5,1,59,3,3,1,7,SM,-.27199373,-.43117386,135034016,2012,.6070290207862854,1725,15,25875,98,200,1.5,3800,0
India,117,,,6979,0,4,117055,6.9200001,1,73,2,3,2,7,LA,.68571734,-.41959643,117055072,2012,.3642174005508423,1100,15,16500,130,120,.8999999761581421,3270,0
India,119,,,3600,5,4,119058,4.52,1,42,2,2,3,7,LA,-.35948491,-.41959643,119058072,2012,.4249203205108643,1200,13.5,16200,115.8,198,14,3133.5,0
India,137,,,880,13,2,137053,11,1,68,3,2,0,5,LA,-.26327935,-.82247257,137053040,2012,1.618744015693665,1800,18,32400,389,100,0,14680,0
India,134,,,1427,9,1,134244,0,1,31,3,3,1,7,LA,1.4642794,1.0441064,134244032,2013,2.428116083145142,5000,14,70000,270.5,750,6,16749.9599609375,0
India,121,,,4500,9,1,121054,0,1,54,3,3,2,8,LA,.14698084,.23544435,121054032,2013,.4046860039234161,1150,15,17250,153,180,0,2875,0
India,121,,,4500,9,1,121048,0,1,32,1,3,0,4,MD,-.90162975,-.42538515,121048032,2013,.2023430019617081,580,15,8700,150,100,0,735,0
India,121,,,4500,9,1,121009,0,1,42,2,1,1,4,LB,-.29724616,-.20329949,121009008,2013,.101171500980854,340,15,5100,89.5,54,7.300000004470348,950,0
India,131,,,2537,25,1,131059,29.75,1,30,3,2,1,6,LA,.0040576137,-.58813852,131059016,2012,.9105435013771057,640,24,15360,116,100,0,3300,0
India,124,,,3792,12,1,124036,0,1,34,1,2,1,4,SM,1.6719173,.61266887,124036016,2013,.5665603876113892,1540,15,23100,455,210.2800000011921,0,3151.5,0
India,123,,,1410,14,1,123031,2,1,48,2,1,1,4,SM,-1.0028501,-1.0387695,123031008,2009,.1618744134902954,350,16,5600,312,30,2.625,400,440
India,119,,,3600,5,4,119046,1.75,1,56,2,3,0,5,MD,-1.372087,-.20329949,119046056,2012,.0809372067451477,240,13.5,3240,23,32,2,445,0
India,118,,,3000,4.5,4,118045,3.73,1,44,1,1,2,4,MD,.70694762,-1.0387695,118045056,2012,.2509053349494934,680,13.6,9248,18.75,115,9,1736,0
India,134,,,1427,9,1,134037,0,1,62,1,1,0,2,MD,.51154113,-1.0387695,134037032,2013,.7082005143165588,1600,14.5,23200,106,200,1.75,4270.974998474121,520
India,138,,,1774,10,2,138045,0,1,43,3,1,0,4,MD,-.44622296,-.41959643,138045008,2013,.8093720078468323,2235,15,33525,259,125,0,5662,0
India,118,,,3000,4.5,4,118059,32.799999,1,62,9,6,3,18,LA,.88250154,.49941239,118059008,2012,4.046860218048096,14000,13.5,189000,329,2020,183,28000,5600
India,137,,,880,13,2,137031,0,1,59,5,2,1,8,SM,.21962383,-.13750912,137031008,2013,.4046860039234161,700,15,10500,169,65,0,2100,0
India,138,,,1774,10,2,138056,7,1,37,2,1,2,5,LA,-.89691228,1.1380872,138056016,2012,1.214058041572571,2535,15,38025,325.20001,180,0,7075,0
India,119,,,3600,5,4,119033,.43000001,1,43,5,2,1,8,SM,-.34166297,-.41959643,119033120,2012,.1618744134902954,380,13.5,5130,46.529999,48,4,890,0
India,126,,,1325,3,3,126039,.60000002,1,60,1,1,2,4,SM,-1.3367764,1.9912846,126039088,2012,.2023430019617081,825,14,11550,115,60,12,250,0
India,131,,,2537,25,1,131048,5,1,55,3,3,1,7,MD,-.39524746,-1.0387695,131048024,2009,.3358893990516663,220,14,3080,106,27,0,250,0
India,138,,,1774,10,2,138034,2,1,42,2,1,3,6,SM,-.98771602,.73521096,138034016,2009,.4046860039234161,1015,13,13195,189,105,1,3270,0
India,120,,,4494,15,4,120058,2.5999999,1,72,5,4,2,11,LA,-1.7981532,-.41959643,120058056,2012,.0687966197729111,0,0,0,8.5,14,2.25,130.8999938964844,0
India,138,,,1774,10,2,138051,5,1,64,3,1,2,6,LA,.058539864,-.10025904,138051040,2012,.6070290207862854,1672,14,23408,219.75,115,0,4220,0
India,118,,,3000,4.5,4,118054,10,1,40,3,3,2,8,LA,1.6337798,.49941239,118054056,2012,.4046860039234161,1100,13.5,14850,30,226,6,2800,0
India,137,,,880,13,2,137043,0,1,44,2,2,4,8,MD,.26805249,.39637193,137043008,2013,1.630884528160095,5000,15,75000,484,290,0,11632,0
India,121,,,4500,9,1,121042,0,1,54,2,3,0,5,MD,.61276138,.2933315,121042032,2013,.2023430019617081,650,15,9750,124,75,9.150000002235174,1300,0
India,135,,,876,12,2,135058,32,1,72,5,3,2,10,LA,1.4884938,-.0065042218,135058048,2012,.8093720078468323,1820,15,27300,130,250,2,4670,375
India,134,,,1427,9,1,134001,4,1,45,3,2,1,6,SM,.46378458,-1.0387695,134001056,2012,.4046860039234161,750,15.5,11625,51.5,150,1,1550,0
India,119,,,3600,5,4,119046,1.75,1,56,2,3,0,5,MD,-1.372087,-.20329949,119046072,2012,.1618744134902954,350,13.5,4725,43,64,5,865,0
